p_id,first_name,height_feet,height_inches,last_name,position,weight_pounds,id,abbreviation,city,conference,division,full_name,name 
2311,Lionel,,,Hollins,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2312,Ron,,,Brewer,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2313,Tom,,,Owens,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2314,Allan,,,Bristow,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2315,Ben,,,Poquette,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2316,Don,,,Williams,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2317,Greg,,,Deane,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2318,James,,,Hardy,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2319,John,,,Gianelli,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2320,Paul,,,Dawkins,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2321,Pete,,,Maravich,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2322,Robert,,,Smith,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2323,Bob,,,Lanier,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2324,Bob,,,McAdoo,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2325,Greg,,,Kelser,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2326,Jim,,,McElroy,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2327,John,,,Shumate,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2328,Leon,,,Douglas,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2329,Phil,,,Hubbard,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2330,Roylee,,,Hamilton,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2331,Terry,,,Duerod,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2332,Terry,,,Tyler,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2333,Billy,,,Knight,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2334,Clemon,,,Johnson,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2335,Dudley,,,Bradley,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2336,Johnny,,,Davis,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2337,Mickey,,,Johnson,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2338,Mike,,,Bantom,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2339,Tony,,,Zeno,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2340,Calvin,,,Natt,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2341,Eddie,,,Jordan,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2342,George,,,Johnson,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2343,Jan,,,Van Breda Kolff,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2344,John,,,Williamson,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2345,Ralph,,,Simpson,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2346,Rich,,,Kelley,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2347,Bill,,,Willoughby,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2348,Bingo,,,Smith,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2349,Campy,,,Russell,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2350,Dave,,,Robisch,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2351,Earl,,,Tatum,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2352,John,,,Lambert,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2353,Kenny,,,Carr,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2354,Mike,,,Mitchell,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2355,Randy,,,Smith,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2356,Willie,,,Smith,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2357,Alvan,,,Adams,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2358,Alvin,,,Scott,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2359,Don,,,Buse,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2360,Garfield,,,Heard,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2361,Jeff,,,Cook,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2362,Joel,,,Kramer,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2363,Johnny,,,High,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2364,Mike,,,Bratz,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2365,Paul,,,Westphal,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2366,Truck,,,Robinson,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2367,Clifford,,,Ray,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2368,John,,,Coughran,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2369,John,,,Lucas,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2370,Jojo,,,White,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2371,Purvis,,,Short,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2372,Raymond,,,Townsend,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2373,Sonny,,,Parker,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2374,Thomas,,,Wilson,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2375,Tom,,,Abernethy,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2376,Bill,,,Robinzine,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2377,Billy,,,McKinney,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2378,Ernie,,,Grunfeld,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2379,Marlon,,,Redmond,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2380,Mike,,,Green,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2381,Otis,,,Birdsong,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2382,Phil,,,Ford,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2383,Reggie,,,King,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2384,Sam,,,Lacey,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2385,Scott,,,Wedman,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2386,Brian,,,Winters,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2387,Dave,,,Meyers,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2388,Harvey,,,Catchings,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2389,Junior,,,Bridgeman,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2390,Kent,,,Benson,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2391,Lloyd,,,Walton,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2392,Marques,,,Johnson,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2393,Quinn,,,Buckner,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2394,Richard,,,Washington,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2395,Alonzo,,,Bradley,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
2396,Anthony,,,Roberts,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2397,Bo,,,Ellis,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2398,Bob,,,Wilkerson,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2399,Charlie,,,Scott,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2400,Dan,,,Issel,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2401,David,,,Thompson,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2402,Gary,,,Garland,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2403,George,,,McGinnis,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2404,John,,,Roche,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2405,Kim,,,Hughes,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2406,Austin,,,Carr,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2407,Walt,,,Frazier,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2408,Billy,,,Paultz,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2409,George,,,Gervin,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2410,Irv,,,Kiffin,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2411,James,,,Silas,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2412,Kevin,,,Restani,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2413,Larry,,,Kenon,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2414,Mark,,,Olberding,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2415,Mike,,,Evans,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2416,Mike,,,Gale,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2417,Paul,,,Griffin,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2418,Gus,,,Bailey,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2419,Phil,,,Chenier,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2420,Artis,,,Gilmore,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2421,Coby,,,Dietrick,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2422,Del,,,Beshore,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2423,Mark,,,Landsberger,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2424,Ollie,,,Johnson,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2425,Ricky,,,Sobers,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2426,Scott,,,May,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2427,Corky,,,Calhoun,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2428,Stan,,,Pietkiewicz,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
2429,Dennis,,,Johnson,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2430,Fred,,,Brown,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2431,Gus,,,Williams,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2432,James,,,Bailey,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2433,John,,,Johnson,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2434,Lonnie,,,Shelton,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2435,Paul,,,Silas,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2436,Tom,,,LaGarde,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2437,Roger,,,Brown,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2438,Sammy,,,Smith,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2439,Tom,,,Boswell,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2440,Wally,,,Walker,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2441,Mike,,,Newlin,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2442,Tim,,,Bassett,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2443,Winford,,,Boynes,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2444,Bernard,,,Toone,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2445,Jim,,,Spanarkel,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2446,Gus,,,Gerard,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2447,Brad,,,Holland,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2448,Bob,,,Carrington,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
2449,Dennis,,,Awtrey,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2450,Joey,,,Hassett,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2451,Foots,,,Walker,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2452,Dave,,,Twardzik,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2453,Wiley,,,Peck,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2454,John,,,Kuester,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2455,George,,,Johnson,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2456,Allen,,,Leavell,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
2457,Clint,,,Richardson,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2458,Maurice,,,Lucas,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2459,Marty,,,Byrnes,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2460,Ollie,,,Mack,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2461,Bob,,,Elliott,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2462,Earl,,,Evans,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2463,John,,,Mengelt,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2464,Bob,,,Gross,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2465,Steve,,,Malovic,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2466,Andre,,,Wakefield,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2467,John,,,Brown,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2468,Terry,,,Crosby,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2469,Ron,,,Carter,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2470,John,,,Olive,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
2471,Tom,,,Burleson,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2472,Mitch,,,Kupchak,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2473,Mack,,,Calvin,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2474,Len,,,Elmore,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2475,Glen,,,Gondrezick,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2476,Sam,,,Pellom,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
2477,Earl,,,Monroe,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
2478,Darnell,,,Hillman,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2479,Phil,,,Smith,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2480,Sylvester,,,Norris,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2481,Rick,,,Wilson,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
2482,Jackie,,,Robinson,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2483,Al,,,Skinner,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2484,Bill,,,Walton,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
2485,Butch,,,Lee,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2486,Marvin,,,Barnes,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
2487,Phil,,,Jackson,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2488,Billyray,,,Bates,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2489,Marvin,,,Webster,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
2490,Harry,,,Davis,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2491,Arvid,,,Kramer,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2492,Lawrence,,,Boston,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2493,Lynbert,,,Johnson,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2494,Ron,,,Behagen,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2495,Carl,,,Kilpatrick,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2496,Carl,,,Nicks,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2497,Cedrick,,,Hordges,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2498,Kenny,,,Higgs,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2499,Johnny,,,Moore,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2500,Reggie,,,Johnson,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2501,Kyle,,,Macy,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2502,Mike,,,Niles,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2503,Billy,,,Reid,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2504,Lorenzo,,,Romar,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2505,Rickey,,,Brown,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2506,Alan,,,Hardy,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2507,Darwin,,,Cook,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2508,Mike,,,O'Koren,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2509,Jerry,,,Sichting,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2510,Louis,,,Orr,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2511,Mike,,,Harper,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2512,Michael,,,Brooks,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
2513,Calvin,,,Garrett,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
2514,Keith,,,Herron,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2515,Tony,,,Fuller,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2516,Wayne,,,Robinson,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2517,Wes,,,Matthews,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2518,Charles,,,Whitney,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2519,Brett,,,Vroman,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2520,John,,,Duren,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2521,Craig,,,Shelton,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
2522,Don,,,Collins,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
2523,James,,,Wilkes,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2524,Sam,,,Worthen,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2525,Chad,,,Kinch,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2526,Walter,,,Jordan,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2527,Lowes,,,Moore,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2528,Darrell,,,Allums,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
2529,Ralph,,,Drollinger,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
2530,Reggie,,,Carter,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
2531,Butch,,,Carter,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2532,Lee,,,Johnson,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
2533,Kelvin,,,Ransey,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2534,Bill,,,Hanzlik,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2535,Dewayne,,,Scales,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
2536,Art,,,Collins,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
2537,Kenny,,,Natt,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2538,Wally,,,Rank,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
2539,Monti,,,Davis,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2540,Carlos,,,Terry,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2541,Jamesearl,,,Ray,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2542,Ronnie,,,Lester,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2543,Tony,,,Price,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
2544,Wayne,,,Kreklow,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
2545,Andrew,,,Toney,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2546,Scott,,,Lloyd,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
2547,Ron,,,Davis,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
2548,Tony,,,Jackson,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2549,Dick,,,Miller,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2550,Myles,,,Patrick,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2551,Edgar,,,Jones,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2552,Michael,,,Wiley,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2553,Ron,,,Valentine,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2554,Jeff,,,Wilkins,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2555,John,,,Stroud,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
2556,Norman,,,Black,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2557,David,,,Britton,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2558,Keith,,,McCord,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2559,Andre,,,McCarter,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2560,Lewis,,,Brown,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2561,Mel,,,Bennett,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2562,Frankie,,,Sanders,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2563,Jacky,,,Dorsey,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2564,Ed,,,Lawrence,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2565,Jeffrey,,,Crompton,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2566,Clarence,,,Kea,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
2567,Bill,,,Mayfield,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2568,Peter,,,Verhoeven,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2569,Franklin,,,Edwards,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2570,Mickey,,,Dillard,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2571,Roger,,,Burkman,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2572,Joe,,,Cooper,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2573,Ray,,,Tolbert,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2574,Charles,,,Bradley,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
2575,Tracy,,,Jackson,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
2576,Charlie,,,Davis,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2577,Garry,,,Witts,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2578,Kevin,,,Loder,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2579,Gene,,,Banks,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2580,Bobby,,,Cattage,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2581,Howard,,,Wood,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2582,Elston,,,Turner,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
2583,Jay,,,Vincent,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
2584,Kevin,,,McKenna,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2585,Hank,,,McDowell,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2586,Samuel,,,Williams,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2587,Danny,,,Vranes,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2588,Ed,,,Rains,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2589,Rudy,,,Macklin,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
2590,Jim,,,Smith,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
2591,John,,,Douglas,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
2592,Jeff,,,Lamp,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2593,Alex,,,Bradley,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
2594,Ray,,,Blume,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2595,Mike,,,McGee,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2596,Craig,,,Dykema,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2597,John,,,McCullough,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2598,David,,,Burns,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
